NOME|RTTTL
AllIWant|AllIWant:d=4,o=6,b=180:c5,e5,g5,8b5,32p,c,16p,32p,b5,8a5,32p,g5,16p,32p,d,c,c,b5,8c,32p,b5,16p,32p,8a5,g5,8p,f5,a5,c,d,e,8d,c,a5,8p,f5,8g_5,c,8p,d,8d_,d,8p,8a_5,2g_5,a.5,g5,8p,f.5,e5,f.5,8e5,p,8p,8d5,p,c.5,g.5,8f5,p,f.5,e5,f5,8p,8e5,p,8d5,p,c.5,2p,a_5,8a5,a5,8g5,p,a5,8p,8d,p,8g5,p,f.5,8p,a_.5,c_,g5,8p,8f5,p,g.5,8f5,p,c_.5,8c5,8c5,8d5,8e5,f5
AllMyBes|AllMyBes:d=4,o=6,b=160:f,8p,8d,d,8p,f,e,8e,8e,8e,8e,8p,f,8a5,8a5,8a5,8a5,8a5,f,8f,8f,8f,8f,8g,e,f,8p,8d,d,8p,f,e,8e,8e,8e,8e,8p,8b,8b,8b,a,b,2g
AllMyEx'|AllMyEx':d=4,o=5,b=180:2a.,c#6,a,e,g#,f#,e,1b4,p,e,e,f#,e,d#,d.,8p,a#4,b4,2f#.,f,2e.
AllMyLif|AllMyLif:d=4,o=5,b=100:16a#7,16g#6,16d#7,16g#7,16a#7,16f#6,16c#7,16f#7,16g#7,16c#6,16g#6,16p,8f#7,8g#7,16p,16a#7,16f#6,16c#7,16f#7,16g#7,16c#6,16g#6,16c#7,16f#7,16g#6,8d#7
AllMyLif|AllMyLif:d=4,o=5,b=56:8f#6,8a#,8d#6,8f#6,8f6,8g#,8c#6,8f6,2d#6,8p,8c6,8g#6,8c#6,8d#6,8f6,8g#,8c#6,8f6,8d#6,2c#6,8p,8c6,8g#6,8d#6,8d#6,8g#,8f6,8g#,8c#6,8f6,8d#6,8g#,8c6,8d#6,2c#6
AllMyLif|AllMyLif:d=4,o=5,b=56:8f#6,8a#,8d#6,8f#6,8f6,8g#,8c#6,8f6,2d#6,8p,8g,g#6,8c#6,8d#6,8f6,8g#,8c#6,8f6,8d#6,2c#6,8p,8c6,8g#6,8d#6,8d#6,8g#,8f6,8g#,8c#6,8f6,8d#6,8g#,8c6,8d#6,1c#6
AllMyLif|AllMyLif:d=4,o=6,b=225:32p,32f5,32f_5,1g5,8p.,f5,g5,f5,32f_5,8g5,2g5,g5,16p,d_5,a_5,d_5,g5,g5,d,32f_5,8g.5,32p,g5,d5,d5,c5,d5,2f5,d5,16p,g5,d,g5
AllMyLif|AllMyLif:d=8,o=5,b=125:32p,e6,2g6,4f#6,f#6,2e.6,a,f#6,f#6,f#6,4f#6,4d6,2a.,a,2g6,4a.6,4f#6,4e.6,4e6,2d6,a,a,a,g,f#,4g,f#,2d
AllNight|AllNight:d=4,o=6,b=125:16a5,16e5,16a5,16c,16a5,16e5,16a5,16c,16a5,16e5,16a5,16c,16a5,16e5,16a5,16c,16c,16g5,16c,16e,16c,16g5,16c,16e,16c,16g5,16c,16e,16c,16g5,16c,16e,16e5,16b5,16d,16e,16e5,16b5,16d,16e,16e5,16b5,16d,16e,16e5,16b5,16d,16e,16e5,16b5,16d,16e,16e5,16b5,16d,16e,16e5,16b5,16g,16e,16g,16g,16g,16e,8a.,8a.5,8a5,8a5,8a5,8a,16c,16b5,8g.,8c.,8c,8g,8c5,8g,8d,8e.,8e.5,8e5,8e5,8e5,8e5,16g5,16f_5,8e.5,8e.5,8e5,8e5,8e5,8e5,16g5,16f_5
AllOrNot|AllOrNot:d=16,o=5,b=140:8f6,8e6,8d6,8c6,2e.6,8c6,4g.6,4f.6,4e6,2d.6,8p,8d6,4f.6,4e.6,4d6,4c6,8c6,8c6,4c6,8c6,4b,8b,4c6,4c.6,8b,4b,2a,4p,2e6,2d6,2e.6,8c6,4g.6,4f.6,2e6,2d6,8p,8d6,4f.6,4e.6,4d6,4c6,8c6,8c6,4c6,8c6,4b,8b,4c6,4c.6
AllOrNot|AllOrNot:d=4,o=6,b=180:8e,8p,8f,8e,2p,8e,8p,8f,8e,2p,8e,8p,8f,8e,p,8e,8p,8e,8f,8g,8f,8e,p,8p,8e,8p,8f,8e,2p,8e,8p,8f,8e,2p,8e,8p,8f,8e,p,8e,8p,8e,8f,8g,8f,8e
AllOutOf|AllOutOf:d=16,o=7,b=285:8f,8p,8f,8p,8f,8p,8f,8p,c#5,8p.,c#5,8p.,c#5,8p.,4c#,4d#,4d#,4d#,g,8g#.,g#5,8p.,4d#,d#,d#,d#,d#,4c#,4c#,4c#,4c#,4c#,f#5,8p.,f#5,8p.,f#5,8p.,4c#,4c#,4c#,4c#,e,8f.,f,f,f,f,4d#,g#5,8p.,4f,4f,4f,4f,4f,c#5,8p.,c#5,8p.,c#5,8p.,4c#,4d#,4d#,4d#,g,8g#.,g#5,8p.,4d#,d#,d#,d#,d#,4c#,4c#,4c#,4c#,4c#,f#5,8p.,f#5,8p.,8c#,8p,4c#,c#,c#,c#,c#,4c#,4c#,e,8f.,f,f,f,f,4d#
AllOutOf|AllOutOf:d=8,o=6,b=140:c7,p,c7,p,c7,p,c7,b,a,4g,b.,16p,4b,g,c7,g,c7,g,c7,g,c7,b,a,4g,d.7,16p,4d7,g,b,g,d7,4c7,b,4c.7,a5,c,a5,c,a5,c,a5,c,a5,d7,4c7,b,4c.7,d5,f#5,d5,f#5,d5,f#5,g5,4a5
AllOver|AllOver:d=4,o=6,b=90:16a5,16c,8e,16a5,16c,8f,16b5,16d,8f,16g_5,16b5,8d,16g_5,16b5,8d,16g_5,16b5,8e,16a5,16c,8e,16e5,16a5,8c,16e5,16a5,8c,16e5,16a5,8d,16g_5,16b5,8d,16e5,16g_5,8b5,16e5,16g_5,8b5,16e5,16g_5,8a5,16e5,16g_5,a5
AllRise|AllRise:d=4,o=5,b=180:g,8g,8g,g,8g,8g,g,g,g,g,g,8g,8g,g,8g,8g,g,g,g,a#,g#,1p,2p,c6,a#,p,1p,2p,g,8g,8g,g,8g,8g,g,g,g,g,g,8g,8g,g,8g,8g,g,g,g,a#,g#,2p,1p,c6,a#
AllRise|AllRise:d=4,o=6,b=100:g5,c,d,8c,8a_5,2g5,8g5,8f5,8d_5,8a_5,g_5,c,d,8d,8d_,2d.,p,g5,c,d,8c,8a_5,2g5,8g5,8f5,8d_5,8a_5,g_5,c,d,8d,8d_,2d.,g5,c,d,8c,8a_5,2g5,8g5,8f5,8d_5,8a_5,g_5,c,d,8d,8d_,2d.,p
AllRiseV|AllRiseV:d=4,o=6,b=180:g5,8g5,8g5,g5,8g5,8g5,g5,g5,g5,g5,g5,8g5,8g5,g5,8g5,8g5,g5,g5,g5,a_5,g_5,1p,2p,c,a_5,p,1p,2p,g5,8g5,8g5,g5,8g5,8g5,g5,g5,g5,g5,g5,8g5,8g5,g5,8g5,8g5,g5,g5,g5,a_5,g_5,2p,1p,c,a_5
AllShook|AllShook:d=4,o=5,b=225:8c,f,8p,8f,p,f,8c,d,8c,f,f,8p,8f,2p,8p,8c,f,8p,8f,p,f,8c,d,8c,f,f,8p,8f,2p,8p,8c,f,8p,8f,p,f,8c,d,8c,f,f,8p,8f,p,8c,d,8c,f,1p,8p,8f,f,f,8p,8f,p,8c,d,8f,1p,p,8p,8g,1p,p,8p,g#.,1f
AllShook|AllShook:d=4,o=6,b=225:8c5,f5,8p,8f5,p,f5,8c5,d5,8c5,f5,f5,8p,8f5,2p,8p,8c5,f5,8p,8f5,p,f5,8c5,d5,8c5,f5,f5,8p,8f5,2p,8p,8c5,f5,8p,8f5,p,f5,8c5,d5,8c5,f5,f5,8p,8f5,p,8c5,d5,8c5,f5,1p,8p,8f5,f5,f5,8p,8f5,p,8c5,d5,8f5,1p,p,8p,8g5,1p,p,8p,g_.5,1f5
AllStar|AllStar:d=4,o=5,b=40:16g.,32d.6,32b.,16b.,32a.,32g.,32g.,16c.6,32b.,32b.,32a.,32a.,16g.,32g.,32d.6,32b.,32b.,32a.,32a.,32g.,32g.,16e.,d,32g.,32g.,32d.6,32b.,32b.,32a.,32a.,32g.,32g.,16c.6,32b.,32b.,32a.,32a.,32g.,32g.,16d.6,32b.,32b.,16a.,32g.,32g.,16a.,8e
AllThatS|AllThatS:d=4,o=5,b=100:8a#6,16p,8a#6,16p,8a#6,16c#7,16a#6,8c#7,8a#6,8p,8a#6,16p,16p,8a#6,16d#7,16a#6,8d#7,8a#6,8c#7,8a#6,16p,8a#6,16p,8a#6,16c#7,8c#7,8a#6,8p,8g#6
AllTheSm|AllTheSm:d=16,o=5,b=160:2a,2f,2p,4p,2e,2f,1p,2a#,2f,2p,4p,2e,2f,1p,4a,4a,4a,4p,2a,4p,2a,4a#,4a,8p,p,2g,4p,8p,4g,4g,2g,4f,8p,p,4f,2a#,4a#,2a,2f
AllTheTh|AllTheTh:d=16,o=5,b=100:8f,8f,8f,8f,4f,8f,8f,8f,8e,4e,8e,8e,8e,8e,4f,8f,8f,8f,8f,4f,8f,8f,8f,8f,4f.,p,2f,p,2f,p,2g,p,4g,p,2g,p,2f.,p,2d6,p,2d6,p,2d#6,p,4d#6,p,2d#6,p,2d.6
AllTheTh|AllTheTh:d=4,o=6,b=100:16f5,16f5,16f5,16f5,8f5,16f5,16f5,16f5,16e5,8e5,16e5,16e5,16e5,16e5,8f5,16f5,16f5,16f5,16f5,8f5,16f5,16f5,16f5,16f5,8f.5,32p,f5,32p,f5,32p,g5,32p,8g5,32p,g5,32p,f.5,32p,d,32p,d,32p,d_,32p,8d_,32p,d_,32p,d.
AllTheTh|AllTheTh:d=4,o=6,b=225:32c_5,8g_.5,16p,16p,g_5,32c_,g_.5,16p,g_5,32c_5,8g_.5,16p,32c_5,8g_.5,16p,g_5,g.5,8p,32c,8g.5,16p,8g5,16p,8g.5,16p,g5,32f5,g_5,16p,g_5,g5,32f,8g_.5,16p,g5,g_.5,8p,32c,8g_.5,32p,32a_5,8g.5,32p,32c,8g_.5,32p,32a_5,8g.5
AllTheWa|AllTheWa:d=8,o=5,b=125:4d,4f,4g,4a,c,4f,4g,4a.,p,f,f,f,f,e,4c,p,a,a,a,a#,4a#,4d.6,4c6,4a#,4a,g,d,a,d,a#,d,d6,d,f6,f,f,f,f,e,4c.,d6,d6,d6,d#6,4d#6,1c6,2p,p,4f6,4d#6,4d6,4c6,16d6,16c6,16a#,16c6,2d.6,4f6,4d#6,4d6,4c6,16d6,16c6,2a#.,p,4f6,4d#6,4d6,4c6,16d6,16c6,16a#,16c6,4d.6,a#,d6,2c.6
AllTheYo|AllTheYo:d=8,o=6,b=80:f#,d,a5,f#,16e,16f#,16e,16f#,e,c#,d,b5,f#5,d,16c#,16d,16c#,16d,c#,b5,a5,c#,c#,c#,c#,c,b5,4a5,c#,c#,c#,c#,b5,a5,4f#
AllThisT|AllThisT:d=4,o=6,b=70:a_5,g_5,8f_5,c_5,p,p,16a_.5,16g_5,16f_.5,8g_.5,16f_.5,8g_5,16f_5,8a_5,8p,8p,16a_5,16a_.5,16c_,16a_.5,8g_5,8f_5,8f_5,16d_5,16f_.5,8d_5,8p,16a_5,16a_.5,16c_,16a_.5,8g_.5,16f_.5,8f_5,16d_5,8g_5,8p,8a_.5,8g_.5,f_5,a_5,g_5,8f_5,c_5,p,p,16a_.5,16g_5,16f_.5,8g_.5
AllToget|AllToget:d=4,o=6,b=180:b5,p,b5,p,b5,p,b5,p,8c,c,2c,8a5,8c,c,c,p,8p,b5,p,b5,p,8b5,8b5,b5,b5,d,p,8d,8p,d,b5,2p,b5,8p,8g5,b5,8p,8g5,b5,2p,p,b5,8p,8g5,b5,8p,8g5,b5
AllUnsai|AllUnsai:d=16,o=5,b=125:8d,8d,8p,8d,8f,8f,8p,8f,8a,8a,8a,4g,p,8f,8p,8d,8d,8p,8d,8f,8f,8p,8f,8a,8a,8a,4g,p,8f,8p,8d,8d,8p,8d,8f,8f,8p,8f,8a,8a,8a,4g,p,8f,8p
AllyMcbe|AllyMcbe:d=8,o=5,b=140:a,b,2d6,2p,a,2c6,p,c6,c6,d6,4b,a,4g,g,g,a,4f#,e,2d,2p,d6,d6,4d6,a,2c6,p,c6,c6,d6,4b,a,4g,g,g,a,4f#,e,2d
AllYouDa|AllYouDa:d=8,o=6,b=112:c.,d,e.,d.,e,f.,e,d.,c.,d,e,g5,g5,g5,g5,c,b5,a5,b5,a5,g5,g5,c.,d,e.,d.,e,f.,e,d.,c.,d,e,g5,g5,g5,g5,e,d,c,e,d,c,c.
AllYouNe|AllYouNe:d=4,o=5,b=100:16d#7,16d#7,16d#7,8d#7,8d#7,8p,16d#7,16d#7,16d#7,8d#7,8d#7,8p,16d#7,16d#7,16e#7,8e#7,16p,8e#6,8p,16a#6,16a#6,8a#6,16g#6,8g#6
AllYouNe|AllYouNe:d=4,o=6,b=160:8d_5,p,8a_5,8p,8a_5,a_5,a_5,8p,8a_5,8a_5,p,8a_5,p,a_5,8a5,8g_5,8g5,2g5,8a_5,8p,8a_5,a_5,8a_5,8f5,8p,8a_5,8a_5,p,8a_5,p,a_5,8a5,8g_5,8g5,g.5,8p,8a_5,8p,8a_5,b5,b5,p,c,8p,8c5,p,g5,8p,8a_5,p,8g_5,p,8f5,8g5,8f5,8a_5,2d_5,8p,8d_5,p,8d_5,p,d_5
AllYouWa|AllYouWa:d=8,o=6,b=80:c#,4d#.,16d#,e.,d#,c#,4b5,p,b5,f#,e,b5,4f#,4d#,p,e.,d#.,c#,4b5,16b5,16c#,4b.5,p,c#,2d#,16d#,e.,d#,c#,4b5,p,b5,f#,e,a,e,4d#,4p,e.,f#.,f#,2e.,16b5,16c#,16b5,16c#,4b5
AllysArm|AllysArm:d=16,o=6,b=140:4g,4g,8g.,f,8d#.,c,2a#5,2d#,4f,4f,8g.,f,8d#.,g,2f.,8g.,f,8d#.,c,8d#.,f,4d#,8d#.,d,8c.,d,8d#.,c,4a#.5,p,g,8d#.,d#,8d#.,c,8d.,d#,8f.,d,2d#.
Alone,To|Alone,To:d=4,o=6,b=140:8a5,8a5,8c7,8a,8e,8e,8d,8e,8a5,8a5,8c7,8a,8e,e,16d,16e,8a5,8a5,8c7,8a,8e,8e,8d,8e,8a5,8a5,8c7,8a,8e,e,16d,16e
Alone|Alone:d=4,o=6,b=180:32p,32c_5,32c_,8e.5,32e5,8g_5,32c_,8e5,8g_5,32a5,32a5,32b5,8e.,a5,32b5,8e,f_5,32b5,32b5,8d_.,f_5,32b5,8d_,f_5,32a5,32b5,8d_.,c_5,b5,a5,32c_5,8g_5,c_,8g_5,16b.5,32a5,32a5,32b5,8e.,a5,32b5,8e,a5,32b5,32b5,8d_.,f_5,32b5,8d_
Alone|Alone:d=4,o=6,b=180:32p,32c_5,32c_,8e.5,32e5,8g_5,32c_,8e5,8g_5,32a5,32a5,32b5,8e.,a5,32b5,8e,f_5,32b5,32b5,8d_.,f_5,32b5,8d_,f_5,32a5,32b5,8d_.,c_5,b5,a5,32c_5,8g_5,c_,c_5,8g_5,16b.5,32a5,32a5,32b5,8e.,a5,32b5,8e,a5,32b5,32b5,8d_.,f_5,32b5,8d_
Alone|Alone:d=4,o=6,b=180:8c,8p,8c,8p,8c,32p,8f5,8p,8f5,8p,8f5,32p,8d_,8p,8d_,8p,8d_,32p,8g5,8p,8g5,8p,8g5,32p,8d_,8p,8d_,8p,8d_,32p,8g_5,8p,8g_5,8p,8g_5,32p,8d_,8p,8d_,8p,8d_,32p,8c_,8p,8c_,8p,8c,32p
Alone|Alone:d=4,o=6,b=80:16c,16p,16c,16p,16c,16p,16c,16p,16c,16p,16c,16p,32c,32p,32c,32c,32c,32p,16d,16b5,16p,16b5,16p,16b5,16p,16b5,16p,16b5,16p,16b5,16p,16b5,16a5,16g5,16f5,16e5,16a5,16p,16a5
AlongCom|AlongCom:d=16,o=5,b=125:2g#,2g#,2g#,2g#,2g#,2g#,2c#6,2c#6,2d#6,2d#6,2d#6,2d#6,2d#6,2d#6,2c#6,2c#6,2e6,2e6,2e6,2e6,2e6,2e6,2d#6,2d#6,2c#6,2c#6,2c#6,2c#6,2c#6,2c#6,2d#6,2d#6,2g#,2g#,2g#,2g#,4g#,2g#.,2c#6,2c#6,2d#6,2d#6,2d#6,2d#6,2d#6,2d#6,2c#6,2c#6,2e6,2e6,2e6,2e6,2e6,2e6,2d#6,2d#6,2c#6,2c#6,2c#6,2c#6,2c#6,2c#6,2d#6,2d#6,2g#.
Alouette|Alouette:d=4,o=5,b=70:8g,16p,16a,8b,8b,16a,16g,16a,16b,8g,8d,8g,16p,16a,8b,8b,16a,16g,16a,16b,8g,8p,16g,16a,16b,16c6,16d6,16d6,8d6,16d6,16e6,16d6,16c6,16b,16a,8g,16d6,16d6,8d6,16d,16d,16d
Alright|Alright:d=4,o=5,b=125:8d,16f,16a,8g,16c6,8a.,8f,8g,8c6,8a.,2f.,16p,8d,16f,16a,8g,16c6,8a.,8f,8g,8c6,2a.,p,8d,16f,16a,8g,16c6,8a.,8f,8g,8c6,8a.,2f.,16p,8d,16f,16a,8g,16c6,8a.,8f,8g,8c6,2a.,p,8d,16f,16a,8g,16c6,8a.,8f,8g,8c6,8a.,2f.,16p,8d,16f,16a,8g,16c6,8a.,8f,8g,8c6,2a.,p,8d,16f,16a,8g,16c6,8a.,8f
AlRight|AlRight:d=4,o=6,b=260:8b.,8d.7,8b.,d7,f_.7,8f_.7,8f_.7,f_.7,8e.7,8d.7,8e.7,2f_.7,8b.,8d.7,8b.,d7,f_.7,8f_.7,8f_.7,f_.7,8e.7,8d.7,8e.7,2f_.7,8b.,8d.7,8b.,d7,f_.7,f_7,2f_.7,8e.7,8f_.7,g.7,f_7,e.7,f_.7,1d7
Alright|Alright:d=8,o=4,b=160:a,4b,f#5,2p,a,4b,f#5,2p,a,4b,f#5,2p,a,4b,f#5,2p,a,4b,e5,2p,a,b,e5,2p,e5,2e5,p,2d.5
AlsDeMuz|AlsDeMuz:d=4,o=6,b=140:8g5,8g5,8g5,8c,8g5,8g5,8g5,8c,8g5,8g5,8g5,8c,8g5,8g5,8e5,d5,8g5,8g5,8g5,8b5,8g5,8g5,8b5,8g5,8g5,8g5,8g5,8a5,8g5,8f5,e5,8g.5,16g5,8c,8g5,8g.5,16g5,8c,8g5,8g5,8g5,8g5,8a_5,8a5,8g5,a5,8p,16a5,16a5,8c,8c,8b5,8a5,8g5,8e5,8c5,16d5,16d5,8d5,8f5,8e5,8d5,8c5
AlsDeNac|AlsDeNac:d=4,o=6,b=225:c5,8c_5,d_.5,p,f5,2d_5,p,g_5,8a_5,1c,c_,2c,p,g_5,8a_5,2c,8p,d_,2d_.,c_,8c,a_.5,p,g5,2d_5,p,a_5,8c,2c_.,8p,c_,2f.,f,2d_,c,2d_,p,g_5,8a_5,2c.,8p,c,c_.,d_.,f,2a_.5,p,2p,c5,8c_5,d_.5,p,f5,2d_5,p,g_5,8a_5,c.,p,c_,2c,p,g_5,8a_5,2c,8p,d_,2d_.,c_,8c,a_.5,p,g5,2d_5,p,a_5,8c,2c_.,8p,c_,2f.,f,2d_,c,2d_,p,g_5,8a_5,2c.,8p,d_,c_.,a_.5,g5,2g_.5
AlsJeNou|AlsJeNou:d=16,o=5,b=125:4b,4b,4b,4a,4g.,8p,4b,4b,4b,4a,4g.,8p,4b,4b,4b,4b,4b.,p,4b.,4c.6,4a.,4a.,8p,4a,4a,4a,4g,4f#.,8p,4a,4a,4a,4g,4f#.,8p,4a,4a,4a,4a,4a.,p,4a.,4b.,4g.,4g.
AlsJeNou|AlsJeNou:d=4,o=5,b=125:b,b,b,a,g,8p,b,b,b,a,g,8p,b,b,b,b,b,16p,b,c6,a,a,8p,a,a,a,g,f#,8p,a,a,a,g,f#,8p,a,a,a,a,a,16p,a,b,g,g
AlvinAnd|AlvinAnd:d=4,o=5,b=320:g,p,c,c,a,c,c,c,p,b,b,c6,c6,p,c,c,p,a,g,d,2g,d,2p,a,g,d,2g,a,p,g,p,c,c,a,c,c,c,p,b,b,c6,c6,p,c,c,p,a,g,d,2g,d,2p,a,a,g,2a,g,p,2a,b,2a,g,p,c,c,c,c,c,e,e,e,e,2a,g,2a,2g,2a,a,2g,2g.,p,2a,g,2a,g,p,c,c,c,c,c,e,e,e,e,2a,g,2a,2g,2c6,b,2b,1b,2c6
AlvinAnd|AlvinAnd:d=8,o=5,b=160:g,4p,a,4p,b,b,c6,4c6,4p,a,g,d,4g,d,4p,a,g,d,4g,4a
Always|Always:d=8,o=5,b=140:c,a,a,a,g,a,a,2p,c,a,4a,4a,c6,4a,4p,c,a#,a#,a#,a,a#,4a#.,4a,4c,a#,4a#.,c6,2a,2g,c,a,a,a,g,4a,4a.,4a,4a,a,4a,a,c6,d6,4c6,2a,a#,a#,a#,a#,a#,a#,4a#,f,c,a,4a,4a,4c6,4a,4g
AlwaysBe|AlwaysBe:d=4,o=6,b=80:8f#,16e,16e,16b5,16b5,8f#,16e,2b5,8f#,8e,8b5,16e,16f#,16g#,8f#,16e,c#,16g#,16g#,16g#,16g#,8g#,16b,8g#,16f#,e,16g#,16f#,8f#,16e,16e,8g#,16b,8f#,16e,8f#,e
AlwaysCo|AlwaysCo:d=4,o=6,b=225:32p,a#,a,g,2f.,d#,2d.,f,1a#.5,a#,a,g,2f,g,c,1d.,a#5,a#,a,g,2f.,a,2a#.,a#,2c.7,2d7,2a.,2a#.,2c7,2a.,2a#.,2c7,2a#.,8a,8a#,a,g,2f
AlwaysCo|AlwaysCo:d=8,o=6,b=112:d#,d,c,4a#.5,f5,4g.5,a#5,4d#5,4p.,d#,d,c,4a#5,c,4g5,1p,d#,d,c,4a#.5,d,4d#.,f,f,4p,g,d#,4d#.,4f.,g,d#,4d#.,4d#.,4f,2d#
AlwaysLo|AlwaysLo:d=4,o=6,b=225:2c,p,2c,p,c,p,c,2p,a5,2c.,2p,p,2a5,g5,2a5,c,1p,p,c,a5,1p,e5,d5,p,e5,f5,p,f_5,2g5,1p,2c,p,2c,p,c,p,c,2p,a5,2c.,2p,p,2a5,g5,2a5,c,1p,p,c,a5,1p,e5,d5,p,e5,f5,p,f_5,2g5,1p
AlwaysLook|AlwaysLook:d=4,o=6,b=45:16a.5,16a.5,16a5,16a.5,32f#5,8a.5,16f#5,32e5,16f#5,8a.5,32p,32e,8c#.,32g#5,16f#5,32g#5,16a5,32c#,16b.5
AlwaysOn|AlwaysOn:d=16,o=5,b=100:8f6,4d#6,a#,8c6,d#6,8f6,8d#6,a#,8c6,8f.6,8d#6,8c6,4d#6,a#,8c6,8f.6,8d#.6,8c6,4d#.6,8c6,8f.6,8d#.6,8c6,4d#6,a#,8c6,d#6,8f6,8d#6,a#,8c6,4d#6,a#,8c6,8f.6,8d#6,8c6,4d#6,a#,8c6,8f.6,8d#.6,8c6,4d#.6,8c6,8f.6,8d#.6,8c6,4d#.6
AlwaysOn|AlwaysOn:d=4,o=6,b=200:2d_,32d_5,32p,32f5,32p,32d_5,16p.,8c.5,32d_5,32e5,f5,32f5,16p.,d_5,32d_5,16p.,c5,2d_5,32d_5,32p,32f5,32p,32d_5,16p.,8c.5,16f5,f,32f5,16p.,d_5,32d_5,16p.,d5,2d_5,32d_5,32p,32f5,32p,32d_5,16p.,16c5,16p,8c5,f.5,d_.5,d5,d_5,32d_5,16p.,d.5
AlwaysOn|AlwaysOn:d=4,o=6,b=90:16e5,16e5,8e,16d,8c_,8d,16b5,16g,8d,e,16e5,16e5,8e,16d,8c_,8d,16d,16d,16b5,16g5,16e5,16d,16e,16e5,16e5,8g,8a,8d,8e,16d,8g,16e,16d,16e,16e5,16e5,8g,8a,8d,8e,16p,16e,16d_7,16e7,16e7,16e7
AlwaysOn|AlwaysOn:d=4,o=6,b=90:32a5,16a_.5,16g,16g5,16g7,16g,16g5,16g,16a_5,16c,16g5,16a_5,16g,16g5,16g7,16g,32a5,16a_.5,16g,16g5,16g7,16g,16g5,16g,16a_5,16c,16g5,16a_5,16g,16g5,16g7,16g,32d5,16d_.5,16c7,16c5,16g5,16c5,16c,16c7,16d_,16f5,16c7,16d_,16c7,16c5,16g5,16c5,32e,16f.5
AlwaysOn|AlwaysOn:d=8,o=7,b=100:f,4d#.,16a#6,c,16d#,f,d#,16a#6,c,4d#.,16a#6,c,f.,d#.,c,4d#.,16a#6,c,f.,d#.,c,4d#.,c,f.,d#.,c,4d#.,16a#6,c,16d#,f,d#,16a#6,c,4d#.,16a#6,c,f.,d#.,c,4d#.,16a#6,c,f.,d#.,c,4d#.,c,f.,d#.,c,4d#
AlwaysSo|AlwaysSo:d=4,o=6,b=225:32p,g.,g.,g#.,g,f.,g.,8g#.,g.,2d#.
AlwaysWh|AlwaysWh:d=4,o=6,b=225:32b5,16p,32p,32b5,16p,32p,32b5,16p,32p,16b5,16p,1b5,1a5,p,b5,8p,8b5,8f_,a5,e,16a.5,32p,16a.5,32p,16a.5,32p,8p,8a5,32p,32g_5,32p,32g_5,32p,32f_5,32p,16g_.5,32p,32f_5,32p,16g_.5,32p,16g_.5,32p,8f_5,16g_.5,32p,16g_.5,32p,16g_.5
Am180|Am180:d=4,o=6,b=140:b5,g5,8a5,8b5,a5,e5,8f_5,8g5,f_5,d5,8f_5,8a5,a5,g5,p,b5,g5,8a5,8b5,a5,e5,8f_5,8g5,f_5,d5,8f_5,8a5,a5,g5
Am2Pm|Am2Pm:d=4,o=6,b=225:d_5,8d_5,8d_5,8d_5,8p,8d5,8p,d_5,2p,8p,8d_5,8d_5,8d_5,8d_5,8d_5,8d_5,8p,8d5,8p,d_5,2p,p,8d_5,8d_5,8d_5,8d_5,d_5,c5,2p,8p,8c5,d_5,8c5,8c5,d_5,c5
AmaDöNDe|AmaDöNDe:d=4,o=6,b=125:8c,8d_,8f.,16p,8d_,2f,p,8f,8g,8g_,16p,16g,16g_,8g,8f,8d_,8f,8p,8d_,2f.,2p,8g_,8g,8f,2d_,8p,f,8d_,c_.,8p,c_,c,16f,16d_,f,16d_,16p,16d_,16c_,d_,16c_,16p,16c_,16c,c_,16c,16p,c.
AManNeed|AManNeed:d=8,o=5,b=160:f#,g#,b,b,g#,4b,4d#6,2p.,p,f#,g#,b,b,g#,4b,4g#,2p.,p,f#,g#,b,b,g#,4b,4d#6,2p.,p,f#,g#,b,b,g#,4b,4g#,2p.,p,f#,g#,b,b,g#,4b,4d#6,2p.,p,f#,g#,b,b,g#,4b,4g#,2p.,p,f#,g#,b,b,g#,4b,4d#6,2p.,p,f#,g#,b,b,g#,4b,4g#
Amazed1|Amazed1:d=4,o=5,b=80:32f,16p,8f,a,8g,16p,16f,8g,8e,p,16g,16g,e,8p,16f,16f,16f,8f,8f,a,16g,8f,8p,32a#,16p,32p,32a#,16p,16a,16g,f,8p,16d,16b,16b,16b,16b,b,8a,16g,a
Amazed2|Amazed2:d=4,o=7,b=63:16d#6,16g#6,16d#,16f,8g#6,c#,2c,c#6,8d#6,16a#5,16c6,d#6,g5,g#5,8a#5,16f6,16g6,8d#6.,16c6,g6,f6,d#6,c#6.,32g#6,32c#,32d#,32f,2g#,2b6,2f#6,2c#6,2g#5,2b5,2g#6,2g#6,2g#6.,f#6,2c,2g#6,2f6,2a#6.,16f#,8f#.,16f,8f.,16d#,8d#.,8c#,2c#,f,2d#,c,2a#6,16f#,8f#.,16f,8f.,16d#,8d#.,8c#,2b6,2g#6
Amazed|Amazed:d=4,o=6,b=80:32f5,16p,32p,8f5,a5,8g5,16p,16f5,8g5,8e5,p,16g5,16g5,e5,8p,16p,16f5,16f5,16f5,8f5,8f5,a5,16g5,8f5,8p,16p,32a_5,16p,32p,32a_5,16p,32p,16a5,16g5,f5,p,8p,16d5,16b5,16b5,16b5,16b5,b5,8a5,16g5,a5
